objekt_id,n_verts,n_faces,bbox_x,bbox_y,bbox_z,vol_bbox,vol_hull,vol_mesh,area,sphericity,fill_ratio,vert_centroid_norm,inertia_smallest,inertia_middle,inertia_largest,inertia_ratio,complexity,is_watertight,load_error
NMK.2008.0006,191958,383916,0.43122170865535736,0.8300000131130219,0.5349342823028564,0.1914604814682109,0.11756176702129885,0.01004707493072559,0.7168785448553712,0.800868098758595,0.6140262790513153,0.5584900872221279,0.0032878815253886084,0.00663697579869156,0.006741380138903162,0.48771638116279764,5.427760633622471,1.0,
NMK.2008.0014,320815,641650,1.3032175302505493,1.995326280593872,1.6740249395370483,4.353041021154025,2.8476503066551966,nan,6.895892484539242,0.7918523627255936,0.6541749303111924,0.4339774576779937,0.7642136584079059,1.1799084439854992,1.2056265921716454,0.633872596515443,4.667664184240916,0.0,
NMK.2008.0110,201813,403628,0.4642765074968338,0.8299999833106995,0.42031727731227875,0.16196904991062458,0.09158891579956198,nan,0.6851837964931113,0.814399073011073,0.5654717111083954,0.5846661839142379,0.002039904950074287,0.004474342844816169,0.004803433104393416,0.4246764565553139,5.469142054303764,0.0,
NMK.2008.0111,167273,334576,0.364520862698555,0.8300000131130219,0.3908305913209915,0.11824670245152931,0.08804004003646083,nan,0.6723941097896116,0.7752285921989466,0.7445454140469537,0.4794172134459323,0.0018132547072848722,0.004752055265761721,0.004775790317181248,0.37967636492782325,5.395801945599663,0.0,
NMK.2008.0118,361051,722100,0.6446311771869659,0.8300000131130219,0.3931294232606888,0.21034149413294542,0.11651152491815436,nan,1.2976164463674402,0.8248370684907441,0.5539160278309793,0.4207920659210376,0.003292468796601507,0.006181057750787627,0.007148692829576112,0.46056934814427286,5.44442221091798,0.0,
NMK.2009.0087,422064,844168,0.5694060325622559,0.7800000011920929,0.5170888304710388,0.22965812991479356,0.18028416970801864,0.020028866443578253,1.4210365335358695,0.843247265664305,0.7850110500111911,0.5563312391297763,0.007449059576876366,0.010859918136333524,0.012167872549714916,0.6121907955923562,5.47277306715296,1.0,
NMK.2009.0116,261889,523836,0.627147763967514,0.7949999868869781,0.47407424449920654,0.23636510500315852,0.14470153764304639,nan,0.8946844664590692,0.8259601809173075,0.6121950092468715,0.5673454108239006,0.005331165356151272,0.007662128797207181,0.00869344299680192,0.6132398128235801,5.466447360168495,0.0,
NMK.2009.0117,300526,601132,0.5994818210601807,0.7849999964237213,0.5391886234283447,0.25373851447021445,0.15234977712408587,nan,0.974070803720028,0.8341473102944118,0.6004203872722276,0.5618202242021798,0.005703019533871562,0.008266177396075108,0.009277371543150347,0.6147236323721674,5.489291524712277,0.0,
NMK.2009.0164,253391,506792,0.472652330994606,0.7399999797344208,0.39041846990585327,0.13655382415996634,0.09291004409416241,nan,0.7641343299365824,0.8236890083997166,0.6803913743588953,0.5096201439877719,0.0021815582122942795,0.00429080538396672,0.00478647013362863,0.45577600013988534,5.520621473965523,0.0,
NMK.2009.0193,236890,473796,0.8308051228523254,1.994982659816742,0.8363127410411835,1.3861397063963705,0.9842444928987338,0.13809726641950265,5.765551350681971,0.7548774207988925,0.7100615387878416,0.40705127084531645,0.09439128201510598,0.2979754848010828,0.3094750747104351,0.305004472826849,4.6137058834185,1.0,
NMK.2010.0161,201794,403604,0.4603554904460907,0.8799999952316284,0.46134473383426666,0.18689667045119654,0.12477429769392777,0.014662753177184172,0.9111442504523279,0.7790643602492762,0.66761113182329,0.46261133891600226,0.003481170538452466,0.007724316289388441,0.008009307125030717,0.43464066043529515,5.345321110077615,1.0,
NMK.2010.0162,354647,709378,0.39112070202827454,0.6899999976158142,0.404485821723938,0.10915991682448876,0.09621288585691286,0.009228420926242967,0.9112643143787302,0.8216832233277955,0.8813939095575475,0.5452389941714095,0.002310967315382002,0.0045675518661171645,0.004719515700457453,0.48966196153516445,5.590151927061644,1.0,
NMK.2010.0164,413652,827308,0.3788439631462097,0.36499999463558197,0.39508453011512756,0.05463151624287778,0.03281797975685166,nan,0.32449121382054863,0.8324241117857515,0.6007151551670523,0.6631957521588474,0.0005043363061004879,0.000573051108714069,0.0007085016806200149,0.7118350173271849,6.105432186478056,0.0,
NMK.2011.0001,279673,559930,0.421205997467041,0.945000022649765,0.44027724862098694,0.17524781389607805,0.12128959394463053,0.024309619353065554,1.4218563540776226,0.7652210126972862,0.6921033207099249,0.43204741008954173,0.003168706192727548,0.008085970314459446,0.008308534525475158,0.38137967447951754,5.293794817904709,1.0,
